微博内容,创建时间,微博来源,微博地址,用户昵称,粉丝数,性别,地域,认证类型,是否转发,原微博内容,原微博来源,原微博创建时间,原微博用户昵称,原微博地址
白百合选择了微头条澄清，而陈羽凡选择了微博。微头条来势汹汹啊 ?,2017-04-16 15:09,小米MIX概念手机,http://weibo.com/1890124614/EEM0PmrNO,钱皓-互联网分析师,515026,男,上海 徐汇区,名人认证,原创,,,,,
从白百合“出轨事件”谈婚姻的本质：http://t.cn/RXt0X8e ???,2017-04-16 15:05,iPhone 7 Plus,http://weibo.com/1271000573/EELZpmC8c,心理学者韦志中,216395,男,广东 广州,名人认证,转发,蛋疼的，都快回家过节吧～??? http://t.cn/Rqz49X0 ?,iPhone 7 Plus,2017-04-14 01:33,陈羽凡,http://weibo.com/2113045567/EEnOW0aY9
从白百合“出轨事件”谈婚姻的本质：http://t.cn/RXt0X8e ???,2017-04-16 15:05,iPhone 7 Plus,http://weibo.com/1271000573/EELZAA2AP,心理学者韦志中,216395,男,广东 广州,名人认证,转发,善爱为本度此生[心]感恩爱我的所有人～'涛哥'一直在！All for love… http://t.cn/RX5Xe5y . ?,iPhone 7 Plus,2017-04-16 01:47,陈羽凡,http://weibo.com/2113045567/EEGLn6ydW
#陈羽凡白百何离婚#白百何发表声明承认离婚：1.这样声明一发，陈羽凡不算戴绿帽子，面子保住了，#白百合#不算出轨，钱袋子保住了，两人利益最大化落地，经典的公关案例呀~2.卓伟显得有点被动了，还有了点坏人家好事的赶脚，被陈白二人反击后不知他作何感想？3.吃瓜群众和广告商们不答应啊，被蒙了两年...全文： http://m.weibo.cn/1592451010/4097175946450807 ?,2017-04-16 15:05,31岁的Android,http://weibo.com/1592451010/EELZor49h,天方燕谈-李燕,14828,男,北京 海淀区,名人认证,原创,,,,,
"【白百合回应离婚事件】内容如下：感谢所有关心和爱护我们的人，让你们担心了。
对这件事情给羽凡造成的影响感到抱歉，对元宝和四位爸爸妈妈感到抱歉。在孩子面前我们永远是一家人。希望大家给我们一点时间和空间，把我们的家事留给我们自己处理。
婚姻是两个家庭的事情，出于对孩子成长的考虑，为了给...全文： http://m.weibo.cn/2122506831/4097175866531200 ?",2017-04-16 15:05,微博 weibo.com,http://weibo.com/2122506831/EELZgrp3W,华商晨报,2814483,男,辽宁 沈阳,媒体认证,原创,,,,,
从白百合“出轨事件”谈婚姻的本质：http://t.cn/RXt0X8e ???,2017-04-16 15:04,iPhone 7 Plus,http://weibo.com/1271000573/EELYPzH36,心理学者韦志中,216395,男,广东 广州,名人认证,转发,分享图片 ?,iPhone 7,2017-04-16 14:36,白百何,http://weibo.com/1642630543/EELNIb99F
"【白百合发声回应""出轨事件""】白百合发声明回应""出轨事件""：对陈羽凡造成的影响感到抱歉 。http://t.cn/RXtY5yL ?",2017-04-16 15:04,微博 weibo.com,http://weibo.com/1720962692/EELYOnNnX,楚天都市报,8868032,男,湖北 武汉,媒体认证,原创,,,,,
[喵喵][喵喵][喵喵][二哈][二哈][二哈] //@干煸虾仁:是为了孩子么？是为了清纯的形象和大笔的代言费吧,2017-04-16 15:03,iPhone 7 Plus,http://weibo.com/1029374230/EELYHxReh,范炜,1170783,男,山西 太原,名人认证,转发,【白百何：感谢所有关心和爱护我们的人，为了给孩子完整的家，没有对外公布离婚事实】#白百合陈羽凡# ?,iPhone 7 Plus,2017-04-16 14:43,范炜,http://weibo.com/1029374230/EELQknDxo
[doge]白百何，陈羽凡你们确定公开比被爆出来这种丑闻更好吗？,2017-04-16 15:03,,http://weibo.com/1713203011/EELYrjNu2,娱八婆,2968172,女,江苏 南京,名人认证,转发,【白百合刚刚首度回应】她称是出于对孩子成长的考虑，就没有公开离婚，目前白百合陈羽凡都正面回应了，ps：白百合小号（超级玛丽萌）是假的，对于明星离婚为了孩子保密，镜头前正常恩爱，小伙伴们你怎么看？ ???pps：突然让我想到另外一个卓伟说的当红小花也协议离婚没有公开[嘘] ?,圈内人士的iPhone,2017-04-16 14:57,圈娱记,http://weibo.com/5121801690/EELW6dy6d
更多娱乐八卦请关注@娱十八,2017-04-16 15:03,,http://weibo.com/2218404210/EELYDtLyQ,變態教授,418832,男,其他,普通用户,转发,刚刚，白百合发表了声明！#白百合离婚声明##陈羽凡发表声明##白百合陈羽凡##白百合被曝婚内出轨##陈羽凡出轨##陈羽凡左拥右抱美女##陈羽凡发文##陈羽凡白百何取关##白百合小号# ?,iPhone 6s,2017-04-16 14:59,娱十八,http://weibo.com/5979128932/EELWQnUfW
我看人还是很准的  从来都很讨厌白百合  她演的电影电视剧我从来不会看  就是说不上来的讨厌她。事实证明她真的是白莲花  矫情逼,2017-04-16 15:02,iPhone 7,http://weibo.com/1792137350/EELYgr8s7,袁某某Joanna,2274,女,江苏,名人认证,转发,分享图片 ?,iPhone 7,2017-04-16 14:36,白百何,http://weibo.com/1642630543/EELNIb99F
陈羽凡白百合离婚，#白百何发文承认离婚#出轨事件：向陈羽凡致歉，为了孩子有个完整的家，才没有公布离婚！！！对于此次事件有网友表示本来结婚、离婚本是私生活请给他们保护家人的权利；也有大部分的网友表示都离婚了还秀恩爱，人生如戏全靠演技 奥斯卡欠你们一座小金人；更有人表示羽凡是被妥协了，...全文： http://m.weibo.cn/2453653365/4097175044653484 ?,2017-04-16 15:01,iPhone 6,http://weibo.com/2453653365/EELXWjwAc,圈内星探,1444517,女,上海,名人认证,原创,,,,,
更多娱乐八卦请关注@娱十八,2017-04-16 15:00,口味酱的iPhone,http://weibo.com/2178690247/EELXeB9V6,口味酱,2289506,女,香港,名人认证,转发,刚刚，白百合发表了声明！#白百合离婚声明##陈羽凡发表声明##白百合陈羽凡##白百合被曝婚内出轨##陈羽凡出轨##陈羽凡左拥右抱美女##陈羽凡发文##陈羽凡白百何取关##白百合小号# ?,iPhone 6s,2017-04-16 14:59,娱十八,http://weibo.com/5979128932/EELWQnUfW
白百合发声明承认离婚：对这件事给羽凡的影响感到抱歉，出于对孩子成长考虑没有对外公布，向大家诚挚道歉。,2017-04-16 14:58,搜狗高速浏览器,http://weibo.com/1649173367/EELWHaXiw,每日经济新闻,29557757,男,上海,媒体认证,转发,分享图片 ?,iPhone 7,2017-04-16 14:36,白百何,http://weibo.com/1642630543/EELNIb99F
白百合刚刚首度回应，她称是出于对孩子成长的考虑，就没有公开离婚，目前白百合陈羽凡都正面回应了 ???,2017-04-16 14:57,OPPO智能手机,http://weibo.com/1557605344/EELWa5oXE,山东商报,4845987,男,山东 济南,媒体认证,原创,,,,,
白百合不但是个演员也是个妈妈，请那些脑残粉放过她。,2017-04-16 14:54,iPhone 7 Plus,http://weibo.com/1700342762/EELV26Zay,城市正在听,276075,男,吉林,名人认证,转发,分享图片 ?,iPhone 7,2017-04-16 14:36,白百何,http://weibo.com/1642630543/EELNIb99F
白百合刚刚首度回应，她称是出于对孩子成长的考虑，就没有公开离婚，目前白百合陈羽凡都正面回应了 ?,2017-04-16 14:53,iPhone 6,http://weibo.com/1819638285/EELUk3cji,扬州交通广播,255348,女,江苏 扬州,媒体认证,原创,,,,,
"超级玛丽萌?是白百何的小号？   
白百合怒斥老公陈羽凡，陈羽凡节目现场嚎啕大哭！！ . ???? 
http://t.cn/RXtlJyf ?",2017-04-16 14:51,iPhone 6 Plus,http://weibo.com/1939822100/EELTLcuVP,搞笑短视频集,95777,男,广东 广州,普通用户,原创,,,,,
白百合出轨门后首都发声明：家事自己处理！ ?,2017-04-16 14:51,iPhone 6,http://weibo.com/1951120334/EELTM4TL0,潮女族,419191,女,北京 东城区,名人认证,原创,,,,,
#白百何发文承认离婚# ：为了孩子没有对外公布，向大家诚挚道歉。#白百合离婚声明# #陈羽凡退出娱乐圈# #白百合被曝婚内出轨# ????,2017-04-16 14:50,专业版微博,http://weibo.com/1711530911/EELTkxHYK,济南时报,543256,男,山东,媒体认证,原创,,,,,
白百合刚刚首度回应，她称是出于对孩子成长的考虑，就没有公开离婚，目前白百合陈羽凡都正面回应了 ???,2017-04-16 14:50,Android客户端,http://weibo.com/1802564537/EELTiwTED,潍坊晚报,298874,男,山东 潍坊,媒体认证,原创,,,,,
这应该是综合考虑后的利益最大化了。这样的公关声明一发，羽凡不算戴绿帽子，面子保住了，白百合不算出轨，钱袋子保住了。经典公关案例，多赢局面！,2017-04-16 14:50,iPhone 7 Plus,http://weibo.com/1644959107/EELTuC3HB,谢娜张杰,722108,男,重庆 江北区,高级达人,转发,分享图片 ?,iPhone 7,2017-04-16 14:36,白百何,http://weibo.com/1642630543/EELNIb99F
【#白百何发文承认离婚#】 http://t.cn/RXtlhQj,2017-04-16 14:49,iPhone 7 Plus,http://weibo.com/1711530911/EELSPdYwK,济南时报,543256,男,山东,媒体认证,转发,疑似白百何小号回应@陈羽凡 视频声明：“满足大家好奇心，这样可以了吗？对所有人，对正在评论的你，对还在谩骂或者支持的人，任何人，了解或发泄之后，获得什么好处了吗?而伤害了孩子。也许有些事在一些人的世界观之上是冲突的，就可以作为你们以暴制暴的理由？#白百合离婚声明# #陈羽凡白百何离婚# ...全文： http://m.weibo.cn/1711530911/4097169708970138 ?,专业版微博,2017-04-16 14:40,济南时报,http://weibo.com/1711530911/EELPkBDxE
白百合微博发声明回应#陈羽凡白百何离婚#一事。 http://t.cn/RXtW6sr http://t.cn/RXtlw5G,2017-04-16 14:49,华为平板M3 听见震撼,http://weibo.com/1280846847/EELSZkpZg,沈阳晚报,3902491,女,辽宁 沈阳,媒体认证,转发,【陈羽凡凌晨发视频：与白百何2015年已离婚】今天凌晨，@陈羽凡 发视频回应“#白百何出轨事件#”，称自己和白百何已与2015年协议离婚；并称自己将无限时退出娱乐圈。视频文字：大家好，我是陈羽凡。首先在这里，对占用那么多公共媒体资源表示道歉，感谢所有关注和关心我们的朋友。我和白百何已经于2015...全文： http://m.weibo.cn/1280846847/4097076009358807 ?,HUAWEI Mate 9,2017-04-16 08:28,沈阳晚报,http://weibo.com/1280846847/EEJocDgEv
白百合刚刚首度回应，她称是出于对孩子成长的考虑，就没有公开离婚，目前白百合陈羽凡都正面回应了 ?,2017-04-16 14:47,360安全浏览器,http://weibo.com/1847582585/EELSdrMRR,都市快报,6516969,男,浙江 杭州,媒体认证,原创,,,,,
白百合声明#陈羽凡白百何离婚# http://t.cn/RXtW8OB,2017-04-16 14:47,iPhone 7 Plus,http://weibo.com/1774181624/EELRY56FC,金陵晚报,5074562,女,江苏 南京,媒体认证,转发,善爱为本度此生[心]感恩爱我的所有人～'涛哥'一直在！All for love… http://t.cn/RX5Xe5y . ?,iPhone 7 Plus,2017-04-16 01:47,陈羽凡,http://weibo.com/2113045567/EEGLn6ydW
"#白百何陈羽凡离婚#【白百何发声回应出“出轨事件”】白百合发声明回应""出轨事件""：对陈羽凡造成的影响感到抱歉。16日凌晨，陈羽凡发视频称“2015 年已与白百何协议离婚，为陪伴家人和孩子成长将无限时退出娱乐圈。” ?",2017-04-16 14:46,微博 weibo.com,http://weibo.com/1420157965/EELRGn2d6,重庆晨报,6905821,男,重庆,媒体认证,原创,,,,,
【白百何：感谢所有关心和爱护我们的人，为了给孩子完整的家，没有对外公布离婚事实】#白百合陈羽凡# ?,2017-04-16 14:43,iPhone 7 Plus,http://weibo.com/1029374230/EELQknDxo,范炜,1170783,男,山西 太原,名人认证,原创,,,,,
"【白百合发声回应""出轨事件""】白百合发声明回应""出轨事件""：对陈羽凡造成的影响感到抱歉 http://t.cn/RXtW2J1 //@华西都市报: #网曝白百合婚内出轨#4月16日凌晨，陈羽凡发视频称“2015 年已与白百何协议离婚，为陪伴家人和孩子成长将无限时退出娱乐圈。”",2017-04-16 14:43,360安全浏览器,http://weibo.com/1496814565/EELQmbn9v,华西都市报,11082424,女,四川 成都,媒体认证,转发,善爱为本度此生[心]感恩爱我的所有人～'涛哥'一直在！All for love… http://t.cn/RX5Xe5y . ?,iPhone 7 Plus,2017-04-16 01:47,陈羽凡,http://weibo.com/2113045567/EEGLn6ydW
【白百合发声明回应“出轨”：为了孩子没有公布离婚事实】白百合发声明回应“出轨”：对陈羽凡造成的影响感到抱歉，在孩子面前永远是一家人，为了孩子有个完整的家庭没有公布离婚事实。http://t.cn/RXtWZFm ?,2017-04-16 14:42,专业版微博,http://weibo.com/3515267842/EELQfEC29,一点资讯,3131371,男,北京 海淀区,企业认证,原创,,,,,
【白百何回应“出轨事件”：对羽凡造成的影响感到抱歉】 http://t.cn/RXtO3dZ,2017-04-16 14:41,微博 weibo.com,http://weibo.com/1751714412/EELPyyAVS,新安晚报,2568723,男,安徽 合肥,媒体认证,转发,【陈羽凡发视频回应“白百何出轨事件”：两人于2015年已协议离婚】继卓伟回应陈羽凡朋友圈发飙“他指的不是我”后，4月16日凌晨，白百合事件又有了新进展，虽不见白百何离婚声明，但陈羽凡离婚声明发了并称2015年已与白百何协议离婚，为陪孩子将无限时退出娱乐圈。[吃惊]视频↓↓ http://t.cn/RX5K4oQ ?,Android,2017-04-16 08:51,新安晚报,http://weibo.com/1751714412/EEJxyo4Ft
疑似白百何小号回应@陈羽凡 视频声明：“满足大家好奇心，这样可以了吗？对所有人，对正在评论的你，对还在谩骂或者支持的人，任何人，了解或发泄之后，获得什么好处了吗?而伤害了孩子。也许有些事在一些人的世界观之上是冲突的，就可以作为你们以暴制暴的理由？#白百合离婚声明# #陈羽凡白百何离婚# ...全文： http://m.weibo.cn/1711530911/4097169708970138 ?,2017-04-16 14:40,专业版微博,http://weibo.com/1711530911/EELPkBDxE,济南时报,543256,男,山东,媒体认证,原创,,,,,
白百合出轨后陈羽凡退圈，然后大家都在心疼胡海泉……[笑cry]这一周的负能量瓜大家吃的太多了[衰]来和甘小青一起看个#TFBOYS#三小只和备考神器的中二视频放松一下吧[哈哈]~高考生们周末记得劳逸结合哦[爱你][爱你]今天的阳光也很好，记得出门走走呼吸新空气哦~[微风][微风][微风] http://t.cn/RX5cTiR ?,2017-04-16 14:37,甘小青^_^iPhone,http://weibo.com/2633651743/EELO3s1DW,甘肃共青团,466554,男,甘肃 兰州,政府认证,原创,,,,,
从白百合“出轨事件”谈婚姻的本质：http://t.cn/RXt0X8e ?,2017-04-16 14:31,iPhone 7 Plus,http://weibo.com/1271000573/EELLJ1fz8,心理学者韦志中,216395,男,广东 广州,名人认证,原创,,,,,
#十万喂鸡毛# 没事儿别瞎折腾改ECU了，小心白百合变野百合，玩儿坏了可就是个大事儿了http://t.cn/RXtp2Hj ?,2017-04-16 14:22,iPhone 7 Plus,http://weibo.com/1835541183/EELI6lqUf,汽车视频,591165,男,北京 海淀区,名人认证,原创,,,,,
导演很有眼光，如果白百合出轨，那么电影失恋33天的剧组真牛逼了，姚笛，文章，白百合，马伊琍，陈羽凡，张子萱[拜拜] ???,2017-04-16 14:19,三星 Galaxy S7 Edge,http://weibo.com/2317652344/EELGStFMF,歌手卓定涛,14642,男,北京 朝阳区,名人认证,原创,,,,,
白百合出轨后陈羽凡退圈，然后大家都在心疼胡海泉……[笑cry]这一周的负能量瓜大家吃的太多了[衰]来和甘小青一起看个#TFBOYS#三小只和备考神器士力架联手的中二广告放松一下吧[哈哈]~坐等第二集[爱你][爱你]今天的阳光也很好，记得出门走走呼吸新空气哦~[微风][微风][微风] http://t.cn/RX5cTiR ?,2017-04-16 14:06,甘小青^_^iPhone,http://weibo.com/2633651743/EELBAtYin,甘肃共青团,466554,男,甘肃 兰州,政府认证,原创,,,,,
